Video,Total Views
"David Guetta, Bebe Rexha & J Balvin - Say My Name (Official Video)","1,124,559,357"
Guru Randhawa: Lahore (Official Video) Bhushan Kumar | Vee | DirectorGifty | T-Series,"1,120,414,558"
"KAROL G, Mariah Angeliq - EL MAKINON (Official Video)","1,119,786,564"
Post Malone - White Iverson,"1,117,597,729"
MACKLEMORE & RYAN LEWIS - CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO),"1,116,322,196"
Chatak Matak (Official Video) | Sapna Choudhary | Renuka Panwar | New Haryanvi Songs Haryanavi 2023,"1,116,167,539"
Don Omar - Taboo,"1,114,815,508"
Willy William - Ego (Clip Officiel),"1,113,513,862"
Nelly Furtado - Say It Right (Official Music Video),"1,112,942,930"
Camila Cabello - Havana ft. Young Thug,"1,112,748,810"
Maroon 5 - Memories (Official Video),"1,112,170,142"
Post Malone - Psycho (Official Music Video) ft. Ty Dolla $ign,"1,109,586,885"
Sia - Cheap Thrills (Performance Edit),"1,109,077,876"
"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life) (Official Music Video)","1,108,878,175"
will.i.am - Scream & Shout ft. Britney Spears,"1,106,073,110"
BAD BUNNY - SOY PEOR (Video Oficial),"1,105,485,865"
"Jhoome Jo Pathaan Song | Shah Rukh Khan, Deepika | Vishal & Sheykhar, Arijit Singh, Sukriti, Kumaar","1,104,214,271"
I Don't Want To Talk About It (from One Night Only! Rod Stewart Live at Royal Albert Hall),"1,103,852,891"
Toto - Africa (Official HD Video),"1,103,265,512"
Ricardo Arjona - Historia De Taxi  (Video),"1,102,100,317"
Ariana Grande - Into You (Official Video),"1,101,205,534"
Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),"1,099,914,031"
"Nacho, Yandel, Bad Bunny - Báilame (Remix)","1,098,784,858"
AC/DC - Back In Black (Official 4K Video),"1,098,504,415"
One Direction - Drag Me Down (Official Video),"1,098,035,768"
Khalid - Better (Official Video),"1,097,868,878"
Yng Lvcas & Peso Pluma - La Bebe (Remix) [Video Oficial],"1,097,221,858"
Shakira - Perro Fiel (Official Video) ft. Nicky Jam,"1,096,434,565"
"Reik - Me Niego ft. Ozuna, Wisin","1,095,445,669"
LISA - 'MONEY' EXCLUSIVE PERFORMANCE VIDEO,"1,094,143,070"
"6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz","1,094,068,450"
Romeo Santos - La Diabla/Mi Santa ft. Tomatito,"1,092,591,285"
LMFAO - Sexy and I Know It,"1,092,464,709"
Stromae - papaoutai (Official Video),"1,091,551,468"
John Newman - Love Me Again,"1,089,986,250"
Maluma - Sin Contrato (Official Video),"1,089,548,733"
Survivor - Eye Of The Tiger (Official HD Video),"1,087,937,082"
Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,"1,085,051,988"
Little Mix - Black Magic (Official Video),"1,082,726,854"
"Rema, Selena Gomez - Calm Down (Official Music Video)","1,081,082,476"
Juice WRLD - Lucid Dreams (Official Music Video),"1,078,190,073"
Disturbed  - The Sound Of Silence (Official Music Video) [4K UPGRADE],"1,075,735,351"
"Phir Bhi Tumko Chaahunga - Full Song | Arijit Singh | Arjun K & Shraddha K | Mithoon, Manoj M","1,075,554,322"
R. City - Locked Away ft. Adam Levine,"1,073,343,796"
Official Video: Humnava Mere Song | Jubin Nautiyal | Manoj Muntashir | Rocky - Shiv | Bhushan Kumar,"1,068,838,394"
Bon Jovi - Always (Official Music Video),"1,067,743,239"
"HA-ASH - Perdón, Perdón (Primera Fila - Hecho Realidad [En Vivo])","1,067,697,426"
JESSE & JOY – ¡Corre! (Video Oficial),"1,067,230,909"
Major Lazer - Cold Water (feat. Justin Bieber & MØ) [Official Lyric Video],"1,064,793,881"
"Usher - Yeah! (Official Video) ft. Lil Jon, Ludacris","1,064,543,682"
"Karol G, Bad Bunny - Ahora Me Llama (Official Video)","1,063,218,108"
Katy Perry - The One That Got Away (Official Music Video),"1,062,594,947"
"Kala Chashma | Baar Baar Dekho | Sidharth M Katrina K | Prem, Hardeep, Badshah, Kam, Neha, Indeep","1,059,382,614"
Nicki Minaj - Super Bass (Official Video),"1,058,405,994"
Eminem - The Real Slim Shady (Official Video - Clean Version),"1,055,655,852"
Rihanna - What's My Name? ft. Drake,"1,052,814,177"
Tom Odell - Another Love (Official Video),"1,050,896,386"
Clean Bandit - Solo (feat. Demi Lovato) [Official Video],"1,050,174,217"
J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),"1,049,817,227"
Travis Scott - goosebumps ft. Kendrick Lamar,"1,048,974,483"
Katy Perry - Wide Awake (Official Video),"1,048,738,947"
Maroon 5 - Girls Like You ft. Cardi B (Volume 2) (Official Music Video),"1,048,247,288"
Michael Jackson - Smooth Criminal (Official Video),"1,047,125,126"
Miley Cyrus - Party In The U.S.A. (Official Video),"1,046,724,828"
JENNIE - 'SOLO' M/V,"1,046,402,275"
Sebastián Yatra - No Hay Nadie Más (Official Video),"1,045,033,275"
Marc Anthony - Flor Pálida (Official Video),"1,044,567,394"
"Luis Ángel Gómez Jaramillo, Gael García Bernal - Un Poco Loco (De ""Coco"")","1,043,447,492"
Michael Jackson - Thriller (Official 4K Video),"1,042,821,742"
Britney Spears - ...Baby One More Time (Official Video),"1,042,744,222"
"La Adictiva Banda San José de Mesillas - Después de Ti, ¿Quién?","1,042,052,418"
Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video),"1,042,010,308"
"Mau y Ricky, Manuel Turizo, Camilo - Desconocidos (Official Video)","1,039,937,123"
"Tainy, J. Balvin - Agua (Music From ""Sponge On The Run"" Movie)","1,039,717,078"
One Direction - Story of My Life,"1,039,460,914"
"Lyrical: Tum Hi Aana | Marjaavaan | Riteish D, Sidharth M, Tara S |Jubin Nautiyal,Payal Dev,Kunaal V","1,039,165,526"
Daddy Yankee - Que Tire Pa' 'Lante (Video Oficial),"1,037,615,671"
Kendrick Lamar - HUMBLE.,"1,036,801,894"
50 Cent - Candy Shop (Official Music Video) ft. Olivia,"1,033,312,465"
Ozuna - Síguelo Bailando (Video Oficial),"1,032,285,891"
Eminem - When I'm Gone (Official Music Video),"1,030,926,597"
"Jagga Jasoos: Galti Se Mistake Video Song | Ranbir, Katrina | Pritam, Arijit, Amit | Amitabh B","1,030,700,384"
"Any Gabrielly - Saber Quem Sou (De ""Moana"")","1,028,588,406"
Ayo & Teo - Rolex (Official Video),"1,027,527,243"
Miyagi & Эндшпиль feat. Рем Дигга - I Got Love (Official Video),"1,027,365,397"
Leja Re | Dhvani Bhanushali | Tanishk Bagchi | Rashmi Virag |Radhika Rao| Vinay Sapru | Siddharth,"1,026,361,343"
La Oreja de Van Gogh - Rosas (Vídeo Oficial),"1,024,951,693"
'Abhi Toh Party Shuru Hui Hai' FULL VIDEO Song | Khoobsurat | Badshah | Aastha,"1,024,662,845"
Soltera Remix - Lunay X Daddy Yankee X Bad Bunny ( Video Oficial ),"1,023,401,503"
"Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made Of This) (Official Video)","1,020,601,743"
Evanescence - My Immortal (Official HD Music Video),"1,019,751,696"
JoJo Siwa - BOOMERANG (Official Video),"1,018,916,098"
Badshah – Genda Phool | Jacqueline Fernandez | Payal Dev | Hit Anthem of the Year 2021,"1,018,391,664"
System Of A Down - Toxicity (Official HD Video),"1,017,210,317"
Ariana Grande - Focus (Official Video),"1,016,284,651"
BTS (방탄소년단) 'Butter' Official MV,"1,015,508,261"
"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Mika Singh,Neha Kakkar,  Kumar S","1,015,239,402"
Khalid - Young Dumb & Broke (Official Video),"1,014,628,835"
Rae Sremmurd - Black Beatles ft. Gucci Mane (Official Video),"1,013,939,325"
Ozuna - El Farsante (Audio Oficial) | Odisea,"1,012,875,518"
8 Parche | Baani Sandhu | Gur Sidhu | Gurneet Dosanjh | Punjabi Song | Ishtar Punjabi #punjabisong,"1,012,670,916"
Waka Waka (Esto es Africa) (Cancion Oficial de la Copa Mundial de la FIFA� Sudafrica 2010),"1,012,055,372"
Beyoncé - Single Ladies (Put a Ring on It) (Video Version),"1,011,966,420"
"#Video - #Rap Song - हैलो कौन - #Ritesh Pandey,Sneh Upadhya - Hello Koun - New Bhojpuri Song 2023","1,010,676,802"
Jason Derulo - Wiggle feat. Snoop Dogg [Official Music Video],"1,007,427,040"
Jaha Tum Rahoge | Maheruh | Amit Dolawat & Drisha More | Altamash Faridi | Kalyan Bhardhan,"1,007,024,830"
Akon - Right Now (Na Na Na) (Official Video),"1,004,683,232"
Imagine Dragons - Whatever It Takes (Official Music Video),"1,004,595,935"
"Mike WiLL Made-It - 23 (Explicit) ft. Miley Cyrus, Wiz Khalifa, Juicy J","1,003,937,918"
"Sebastián Yatra, Mau y Ricky - Ya No Tiene Novio (Official Video)","1,002,634,297"
Wham! - Last Christmas (Official Video),"1,002,617,280"
Aya Nakamura - Djadja (Clip officiel),"1,001,110,647"
Lewis Capaldi - Someone You Loved,"1,000,000,465"
The Weeknd - Call Out My Name (Official Video),"997,326,240"
BTS (방탄소년단) '피 땀 눈물 (Blood Sweat & Tears)' Official MV,"997,162,269"
Miley Cyrus - Flowers (Official Video),"996,882,865"
Halsey - Without Me,"995,459,472"
Miley Cyrus - We Can't Stop (Official Video),"994,283,797"
Bad Bunny ft. Chencho Corleone - Me Porto Bonito (Video Oficial) | Un Verano Sin Ti,"994,174,962"
"The Kid LAROI, Justin Bieber - STAY (Official Video)","991,518,165"
"Yuridia, Ángela Aguilar - Qué Agonía (Video Oficial)","988,545,390"
Zé Neto e Cristiano - LARGADO ÀS TRAÇAS - Zé Neto e Cristiano Acústico,"987,891,979"
Madonna - La Isla Bonita (Official Video),"987,124,880"
Milky Chance - Stolen Dance (Official Video) [HD Version],"986,922,385"
Trem da Alegria - Yasmin Verissimo - Música Gospel Infantil 2,"985,495,105"
Katy Perry - Part Of Me (Official),"983,228,311"
Pitbull - International Love (Official Video) ft. Chris Brown,"982,619,911"
"'PREM RATAN DHAN PAYO' Title Song (Full VIDEO) | Salman Khan, Sonam Kapoor | Palak Muchhal T-Series","982,530,747"
Jay Wheeler - La Curiosidad ft. Myke Towers (Official Video),"980,510,762"
"Swag Se Swagat Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Vishal - Shekhar, Neha B, Irshad","980,322,359"
Rihanna - Man Down,"976,317,980"
"Becky G, Paulo Londra - Cuando Te Besé (Official Video)","975,657,566"
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (Olodum Mix),"974,793,772"
Lorde - Royals (US Version),"974,007,743"
Ava Max - Sweet but Psycho [Official Music Video],"973,665,475"
Coldplay - A Sky Full Of Stars (Official Video),"973,091,466"
Eminem ft. Rihanna - The Monster (Explicit) [Official Video],"970,622,977"
"Dalex - Hola Remix ft. Lenny Tavárez, Chencho Corleone, Juhn ""El All Star"" (Video Lírico Oficial)","970,539,436"
Titliaan | Harrdy Sandhu | Sargun Mehta | Afsana Khan | Jaani | Avvy Sra | Arvindr Khaira,"969,845,727"
Rihanna - Only Girl (In The World),"965,544,575"
Adele - Send My Love (To Your New Lover),"963,897,915"
Coldplay - Viva La Vida (Official Video),"963,253,183"
Ozuna - Te Vas (Video Oficial),"962,405,786"
Billie Eilish - when the party's over (Official Music Video),"961,771,913"
SKRILLEX - Bangarang feat. Sirah [Official Music Video],"961,740,963"
Taylor Swift - Wildest Dreams,"960,642,167"
ABBA - Dancing Queen (Official Music Video),"959,689,143"
Raymix - Oye Mujer,"959,117,683"
Esperándote - MTZ Manuel Turizo | Video Oficial,"958,937,098"
Maroon 5 - Animals,"957,335,472"
"Wisin - Adrenalina (Official Video) ft. Jennifer Lopez, Ricky Martin","957,018,137"
One Direction - Night Changes,"957,006,613"
"Calvin Harris, Dua Lipa - One Kiss (Official Video)","956,992,179"
Bad Bunny - Yonaguni (Video Oficial),"955,346,699"
Imran Khan - Satisfya (Official Music Video),"954,810,627"
Jessie J - Price Tag ft. B.o.B,"954,498,419"
Banda Los Recoditos - Mi Último Deseo (Video Oficial),"954,104,256"
Piso 21 - Me Llamas (feat. Maluma) [Remix] | Video Oficial,"952,003,280"
Ozuna - Dile Que Tu Me Quieres (Video Oficial) | Odisea,"951,428,755"
Avicii - The Nights,"949,948,953"
Era Istrefi - Bonbon (Official Video) [Ultra Records],"949,868,076"
BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V,"949,163,950"
Childish Gambino - This Is America (Official Video),"948,851,413"
"La Ocasión - De La Ghetto, Arcangel, Ozuna, Anuel Aa, Dj Luian, Mambo Kingz [Video Oficial]","948,536,891"
BLACKPINK - ‘Pink Venom’ M/V,"947,390,316"
3 Doors Down - Here Without You (Official Music Video),"947,208,270"
"Badri Ki Dulhania (Title Track) Varun, Alia, Tanishk, Neha, Monali, Ikka | ""Badrinath Ki Dulhania""","945,400,721"
Gorillaz - Feel Good Inc. (Official Video),"945,018,702"
Shakira - Me Enamoré (Official Video),"943,727,854"
Kygo - Firestone ft. Conrad Sewell (Official Video),"943,213,538"
Anne-Marie - 2002 [Official Video],"942,731,172"
Burak Yeter - Tuesday ft. Danelle Sandoval,"942,405,948"
Sensualidad - Bad Bunny X Prince Royce X J Balvin X Dj Luian X Mambo Kingz,"941,188,182"
Bobby Shmurda - Hot N*gga (Official Music Video),"940,515,412"
Dua Lipa - Levitating Featuring DaBaby (Official Music Video),"938,889,433"
Maluma - 11 PM (Official Video),"937,444,694"
BANDA MS - EL COLOR DE TUS OJOS (VIDEO OFICIAL),"935,777,197"
Ed Sheeran - Shape Of You [Official Lyric Video],"931,465,692"
Bryan Adams - Please Forgive Me (Official Music Video),"931,404,007"
"Robin Thicke - Blurred Lines ft. T.I., Pharrell","929,913,722"
Bad Bunny - Tití Me Preguntó (Video Oficial) | Un Verano Sin Ti,"929,002,798"
"COCO COLA (Full Song) | Ruchika Jangid, Kay D | New Haryanvi Songs Haryanavi 2020 | Nav Haryanvi","928,059,488"
Maroon 5 - Payphone ft. Wiz Khalifa (Explicit) (Official Music Video),"927,969,276"
Gym Class Heroes: Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO],"927,586,709"
Grupo Frontera x Bad Bunny - UN X100TO (Video Oficial),"927,484,496"
Camilo - Vida de Rico (Official Video),"927,201,060"
Alvaro Soler - Sofia,"926,401,329"
Crazy Frog - Crazy Frog In The House (Official Video),"921,878,099"
Queen - Don't Stop Me Now (Official Video),"921,860,173"
Culpables - MTZ Manuel Turizo,"921,328,046"
Official Video: Nikle Currant Song | Jassi Gill | Neha Kakkar | Sukh-E Muzical Doctorz | Jaani,"921,021,971"
Christian Nodal - No Te Contaron Mal (Video Oficial),"920,788,158"
BLACKPINK - '휘파람 (WHISTLE)' M/V,"919,111,168"
The Pussycat Dolls - Buttons (Official Music Video) ft. Snoop Dogg,"918,720,179"
Hozier - Take Me To Church,"916,856,057"
Grupo Frontera x Grupo Firme - EL AMOR DE SU VIDA (Video Oficial),"916,482,840"
Whitney Houston - I Have Nothing (Official HD Video),"916,306,129"
Carla Morrison - Disfruto (letra),"914,039,616"
"Full Song: O SAKI SAKI | Batla House | Nora Fatehi, Tanishk B,Neha K,Tulsi K, B Praak,Vishal-Shekhar","912,421,838"
The Weeknd - Blinding Lights (Official Video),"912,344,309"
Jennifer Lopez - Ain't Your Mama (Official Video),"912,056,696"
"Bole Chudiyan Full Video - K3G|Amitabh, Shah Rukh, Kajol, Kareena, Hrithik|Udit Narayan","911,547,859"
Zé Neto e Cristiano - NOTIFICAÇÃO PREFERIDA - #EsqueceOMundoLaFora,"911,365,954"
Rauw Alejandro & Camilo - Tattoo Remix (Video Oficial),"911,192,848"
Rae Sremmurd - No Type (Official Video),"910,797,617"
Maluma - HP (Official Video),"910,414,162"
BLACKPINK - '불장난 (PLAYING WITH FIRE)' M/V,"910,204,473"
The Black Eyed Peas - Pump It (Official Music Video),"909,427,437"
米津玄師  Kenshi Yonezu  - Lemon,"908,358,500"
ButtaBomma Video Song (4K) (Telugu) | #AlaVaikunthapurramuloo | Allu Arjun | Thaman S | Armaan Malik,"908,188,224"
Bruno Mars - It Will Rain (Official Music Video),"908,100,907"
Anuel AA & Haze - Amanece [Official Video],"907,967,912"
Bruno Mars - Finesse (Remix) (feat. Cardi B) (Official Music Video),"907,757,890"
Full Video: Papa Mere Papa | Main Aisa Hi Hoon | Sushmita Sen |  Himesh Reshammiya,"907,642,831"
Selena Gomez - The Heart Wants What It Wants (Official Video),"905,349,151"
"Enrique Iglesias, Juan Luis Guerra - Cuando Me Enamoro (Official Music Video)","904,626,882"
"Arcángel, Bad Bunny - Me Acostumbré (Video Oficial)","904,169,679"
Justin Bieber - Boyfriend,"902,910,984"
M.C. Hammer - U Can't Touch This,"902,032,889"
"Sam Smith, Normani - Dancing With A Stranger (Official Music Video)","898,977,683"
Meghan Trainor - Like I'm Gonna Lose You (Official Video) ft. John Legend,"897,729,739"
"Disney's Frozen ""Let It Go"" Sequence Performed by Idina Menzel","897,592,021"
6IX9INE- GOOBA (Official Music Video),"897,528,158"
Myke Towers x @JuhnTV  - BANDIDO (Video Oficial),"897,009,637"
Fetty Wap  - Trap Queen (Official Video) Prod. By Tony Fadd,"896,998,710"
Juan Gabriel - Así Fue (En Vivo [Desde el Instituto Nacional de Bellas Artes]),"896,363,133"
Ozuna - Tu Foto (Video Oficial) | Odisea,"895,226,675"
Dhurata Dora ft. Soolking - Zemër,"895,109,132"
"'Chittiyaan Kalaiyaan' FULL VIDEO SONG | Roy | Meet Bros Anjjan, Kanika Kapoor | T-SERIES","894,990,998"
Shakira - La Tortura (Official HD Video) ft. Alejandro Sanz,"894,823,888"
Omarion Ft. Chris Brown & Jhene Aiko - Post To Be (Official Music Video),"894,313,179"
Raataan Lambiyan – Official Video | Shershaah | Sidharth – Kiara | Tanishk B| Jubin Nautiyal  |Asees,"893,767,073"
Lil Wayne - Mirror ft. Bruno Mars (Official Music Video),"893,202,869"
Prada : Jass Manak (Official Video) Satti Dhillon - Romantic Song - GK Digital - Geet MP3,"891,858,016"
Abu Ft. Yousra - 3 Daqat | Official Music Video | أبو و يسرا - ثلاث دقات,"890,815,353"
KHAAB | AKHIL | PARMISH VERMA |  PUNJABI SONG 2024 | CROWN RECORDS | LATEST PUNJABI 2024 |,"889,281,532"
Taylor Swift - Style,"889,003,906"
Laila Main Laila | Raees | Shah Rukh Khan | Sunny Leone | Pawni Pandey | Ram Sampath,"888,934,124"
"""3 Peg Sharry Mann"" (Full Video) | Mista Baaz | Parmish Verma | Ravi Raj | Latest Punjabi Songs 2016","888,477,511"
Carlos Baute - Colgando en tus manos (con Marta Sanchez),"882,894,444"
Romeo Santos - Yo También (Official Video) ft. Marc Anthony,"880,898,720"
Eminem - Venom,"880,560,222"
Preto no Branco - Ninguém Explica Deus (Ao Vivo) ft. Gabriela Rocha,"878,600,186"
J. Balvin - Ginza (Official Video),"878,572,720"
"Christian Nodal, Ángela Aguilar - Dime Cómo Quieres (Video Oficial)","878,426,645"
"Sofia Reyes - 1, 2, 3 (feat. Jason Derulo & De La Ghetto) [Official Video]","876,453,935"
Calvin Harris - Blame ft. John Newman,"876,435,278"
Future - Low Life (Official Music Video) ft. The Weeknd,"876,176,113"
Martin Garrix & Bebe Rexha - In The Name Of Love (Official Video),"872,413,615"
Gorillaz - Clint Eastwood (Official Video),"872,326,849"
Dua Lipa - IDGAF (Official Music Video),"872,109,492"
The Black Eyed Peas - My Humps,"869,925,377"
Duke Dumont - Ocean Drive (Official Music Video),"869,717,833"
The Neighbourhood - Sweater Weather (Official Video),"868,353,782"
Piso 21 ft. Paulo Londra - Te Amo (Video Oficial),"864,491,633"
Adele - Set Fire To The Rain (Live at The Royal Albert Hall),"864,353,327"
Roxette - It Must Have Been Love (Official Music Video),"864,347,942"
Pablo Alboran - Donde Está El Amor ft. Jesse & Joy (Videoclip oficial),"862,891,712"
"Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã","861,854,136"
Nelly - Just A Dream (Official Music Video),"859,804,284"
"Los Ángeles Azules, Belinda, Lalo Ebratt - Amor A Primera Vista ft. Horacio Palencia","858,884,889"
"Bruno Mars, Anderson .Paak, Silk Sonic - Leave the Door Open [Official Video]","858,314,310"
Green Day - Boulevard Of Broken Dreams [Official Music Video] [4K Upgrade],"857,998,572"
Jason Mraz - I'm Yours (Official Video) [4K Remaster],"856,115,918"
Anitta & J Balvin - Downtown [Official Music Video],"855,948,359"
Farruko - Chillax (Official Video) ft. Ky-Mani Marley,"855,826,244"
Alicia Keys - No One (Official Music Video),"855,379,536"
Zara Larsson - Lush Life,"854,981,915"
Beyoncé - Crazy In Love ft. JAY Z,"854,604,849"
"Snoop Dogg & Wiz Khalifa - Young, Wild and Free ft. Bruno Mars [Official Video]","854,509,377"
Lilly Wood & The Prick and Robin Schulz - Prayer In C (Robin Schulz Remix) (Official),"854,212,980"
Guns N' Roses - Paradise City (Official Music Video),"853,709,813"
