Video,Total Views,Artist,Title,Total Views_normalized
Sam Smith - Too Good At Goodbyes,1527054502,Sam Smith,Too Good At Goodbyes,0.13999408887042403
Taylor Swift - Look What You Made Me Do,1526173050,Taylor Swift,Look What You Made Me Do,0.13988795573599977
Cyndi Lauper - Girls Just Want To Have Fun (Official Video),1514508992,Cyndi Lauper,Girls Just Want To Have Fun (Official Video),0.13848351960601557
Imagine Dragons - Radioactive,1513384431,Imagine Dragons,Radioactive,0.13834811440666123
Evanescence - Bring Me To Life (Official HD Music Video),1511178302,Evanescence,Bring Me To Life (Official HD Music Video),0.13808248067310075
Katy Perry - Firework (Official Music Video),1510172679,Katy Perry,Firework (Official Music Video),0.13796139646087008
"AronChupa, Little Sis Nora - I'm an Albatraoz | OFFICIAL VIDEO",1508487604,"AronChupa, Little Sis Nora",I'm an Albatraoz | OFFICIAL VIDEO,0.13775850136109147
Eminem - Rap God (Explicit),1488098061,Eminem,Rap God (Explicit),0.1353034543386002
BTS (방탄소년단) 'MIC Drop (Steve Aoki Remix)' Official MV,1485237460,BTS (방탄소년단) 'MIC Drop (Steve Aoki Remix)' Official MV,,0.1349590174884175
"OFFICIAL Somewhere over the Rainbow - Israel ""IZ"" Kamakawiwoʻole",1485182478,OFFICIAL Somewhere over the Rainbow,"Israel ""IZ"" Kamakawiwoʻole",0.13495239726179492
Ariana Grande - 7 rings (Official Video),1476455069,Ariana Grande,7 rings (Official Video),0.13390155470590664
Lady Gaga - Poker Face (Official Music Video),1472600715,Lady Gaga,Poker Face (Official Music Video),0.1334374628765151
Arcangel x Bad Bunny X Dj Luian X Mambo Kingz - Tu No Vive Asi [Video oficial],1472402612,Arcangel x Bad Bunny X Dj Luian X Mambo Kingz,Tu No Vive Asi [Video oficial],0.13341360985635198
El Amante - Nicky Jam | Video Oficial,1470444249,El Amante,Nicky Jam | Video Oficial,0.13317780892387854
Bon Jovi - It's My Life (Official Music Video),1460514597,Bon Jovi,It's My Life (Official Music Video),0.13198220769941876
"Lut Gaye (Full Song) Emraan Hashmi, Yukti | Jubin N, Tanishk B, Manoj M | Bhushan K | Radhika-Vinay",1459440616,"Lut Gaye (Full Song) Emraan Hashmi, Yukti | Jubin N, Tanishk B, Manoj M | Bhushan K | Radhika-Vinay",,0.13185289269435652
Bruno Mars - When I Was Your Man (Official Music Video),1457924324,Bruno Mars,When I Was Your Man (Official Music Video),0.13167032027672915
The Weeknd - Can't Feel My Face (Official Video),1455897257,The Weeknd,Can't Feel My Face (Official Video),0.13142624689054583
LP - Lost On You (Live),1455507212,LP,Lost On You (Live),0.13137928267874927
Metallica: Nothing Else Matters (Official Music Video),1455276283,Metallica: Nothing Else Matters (Official Music Video),,0.1313514771730615
"Chris Jedi - Ahora Dice (Official Video) ft. J. Balvin, Ozuna, Arcángel",1447855476,Chris Jedi,"Ahora Dice (Official Video) ft. J. Balvin, Ozuna, Arcángel",0.13045795885684264
System Of A Down - Chop Suey! (Official HD Video),1445708971,System Of A Down,Chop Suey! (Official HD Video),0.13019950427995425
21. El Perdón - Nicky Jam y Enrique Iglesias  (Official Music Video YTMAs),1442317823,21. El Perdón,Nicky Jam y Enrique Iglesias  (Official Music Video YTMAs),0.12979118577079357
Ariana Grande - Problem ft. Iggy Azalea,1438262353,Ariana Grande,Problem ft. Iggy Azalea,0.1293028781344575
"Chris Brown - Loyal (Official Video) ft. Lil Wayne, Tyga",1437255155,Chris Brown,"Loyal (Official Video) ft. Lil Wayne, Tyga",0.1291816042809455
Alan Walker - Alone,1434023672,Alan Walker,Alone,0.128792510581426
BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V,1433020793,BLACKPINK,'마지막처럼 (AS IF IT'S YOUR LAST)' M/V,0.12867175676644993
Rihanna - Work (Explicit) ft. Drake,1431628970,Rihanna,Work (Explicit) ft. Drake,0.12850417130796343
Paulo Londra ft Lenny Tavarez - Nena Maldicion (Official Video),1429574689,Paulo Londra ft Lenny Tavarez,Nena Maldicion (Official Video),0.12825682116125292
Ed Sheeran - Photograph (Official Music Video),1425107408,Ed Sheeran,Photograph (Official Music Video),0.12771892853081573
Daddy Yankee - Limbo (Video Oficial),1417708103,Daddy Yankee,Limbo (Video Oficial),0.1268279992094104
Akon - Smack That (Official Music Video) ft. Eminem,1409296741,Akon,Smack That (Official Music Video) ft. Eminem,0.12581521097608922
"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka",1405150968,"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka",,0.12531603021173493
Melendi - Destino o Casualidad ft. Ha*Ash,1404532399,Melendi,Destino o Casualidad ft. Ha*Ash,0.12524155007347704
Enrique Iglesias - El Perdedor (Pop) ft. Marco Antonio Solís,1404401700,Enrique Iglesias,El Perdedor (Pop) ft. Marco Antonio Solís,0.12522581297771218
Pharrell Williams - Happy (Video),1401631510,Pharrell Williams,Happy (Video),0.12489226225952126
Auli'i Cravalho - How Far I'll Go (from Moana/Official Video),1400000309,Auli'i Cravalho,How Far I'll Go (from Moana/Official Video),0.12469585397522893
KAROL G - BICHOTA (Official Video),1387678176,KAROL G,BICHOTA (Official Video),0.12321218090161508
Zion & Lennox ft. J Balvin - Otra Vez (Video Oficial),1387566366,Zion & Lennox ft. J Balvin,Otra Vez (Video Oficial),0.1231987181767475
The Police - Every Breath You Take (Official Music Video),1386715095,The Police,Every Breath You Take (Official Music Video),0.1230962190509023
Sean Kingston - Beautiful Girls (Official HD Video),1385331825,Sean Kingston,Beautiful Girls (Official HD Video),0.12292966343487886
OMI - Cheerleader (Felix Jaehn Remix) (Official Video) [Ultra Records],1380513074,OMI,Cheerleader (Felix Jaehn Remix) (Official Video) [Ultra Records],0.12234945129894835
Pitbull - Rain Over Me ft. Marc Anthony,1375816425,Pitbull,Rain Over Me ft. Marc Anthony,0.1217839411184045
George Michael - Careless Whisper (Official Video),1375701041,George Michael,Careless Whisper (Official Video),0.12177004805833723
Ricardo Arjona - Fuiste tú feat. Gaby Moreno (Video Oficial),1371864860,Ricardo Arjona,Fuiste tú feat. Gaby Moreno (Video Oficial),0.12130814438831446
Paulo Londra - Adan y Eva (Official Video),1369444814,Paulo Londra,Adan y Eva (Official Video),0.12101675351571901
Clean Bandit - Symphony (feat. Zara Larsson) [Official Video],1369366583,Clean Bandit,Symphony (feat. Zara Larsson) [Official Video],0.12100733394296957
Shakira - Can't Remember to Forget You (Official Video) ft. Rihanna,1365728808,Shakira,Can't Remember to Forget You (Official Video) ft. Rihanna,0.12056931977648024
Katy Perry - Bon Appétit (Official) ft. Migos,1365695741,Katy Perry,Bon Appétit (Official) ft. Migos,0.12056533827282943
Joey Montana - Picky,1365100508,Joey Montana,Picky,0.12049366795612158
Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video),1362979297,Sia,Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video),0.1202382589580079
Harry Styles - Sign of the Times (Official Video),1362682176,Harry Styles,Sign of the Times (Official Video),0.12020248346140312
Sean Paul - No Lie ft. Dua Lipa,1358423665,Sean Paul,No Lie ft. Dua Lipa,0.1196897282343342
Mile Ho Tum - Reprise Version | Neha Kakkar | Tony Kakkar | Fever | Gaurav Jang,1358255530,Mile Ho Tum,Reprise Version | Neha Kakkar | Tony Kakkar | Fever | Gaurav Jang,0.11966948357602449
Lil Nas X - Old Town Road (Official Video) ft. Billy Ray Cyrus,1351181593,Lil Nas X,Old Town Road (Official Video) ft. Billy Ray Cyrus,0.11881773089235027
Osito Gominola - Full Spanish Version - The Gummy Bear Song,1340274973,Osito Gominola,Full Spanish Version,0.11750449572290857
Ricky Martin - La Mordidita (Official Video) ft. Yotuel,1339963699,Ricky Martin,La Mordidita (Official Video) ft. Yotuel,0.11746701610372932
Naughty Boy - La la la ft. Sam Smith (Official Video),1334525958,Naughty Boy,La la la ft. Sam Smith (Official Video),0.11681227313812538
Shakira - La La La (Brazil 2014) ft. Carlinhos Brown,1334391444,Shakira,La La La (Brazil 2014) ft. Carlinhos Brown,0.11679607668903462
Maluma - El Perdedor (Official Video),1330121136,Maluma,El Perdedor (Official Video),0.11628190101866671
CantaJuego - El Baile del Gorila,1327362545,CantaJuego,El Baile del Gorila,0.11594974690315656
Audioslave - Like a Stone (Official Video),1325024678,Audioslave,Like a Stone (Official Video),0.11566825097078913
BTS (방탄소년단) 'IDOL' Official MV,1323740419,BTS (방탄소년단) 'IDOL' Official MV,,0.11551361698835717
Shawn Mendes - There's Nothing Holdin' Me Back (Official Music Video),1321887663,Shawn Mendes,There's Nothing Holdin' Me Back (Official Music Video),0.11529053189512077
BLACKPINK - 'How You Like That' M/V,1319817525,BLACKPINK,'How You Like That' M/V,0.11504127245203045
R.E.M. - Losing My Religion (Official HD Music Video),1319606251,R.E.M.,Losing My Religion (Official HD Music Video),0.11501583354912666
Justin Timberlake - Mirrors (Official Video),1315676856,Justin Timberlake,Mirrors (Official Video),0.11454270624583486
Migos - Bad and Boujee ft Lil Uzi Vert [Official Video],1314623085,Migos,Bad and Boujee ft Lil Uzi Vert [Official Video],0.11441582466953186
BTS (방탄소년단) 'FAKE LOVE' Official MV,1314211544,BTS (방탄소년단) 'FAKE LOVE' Official MV,,0.1143662721853647
Los Ángeles Azules - Mis Sentimientos ft. Ximena Sariñana (Live),1307947996,Los Ángeles Azules,Mis Sentimientos ft. Ximena Sariñana (Live),0.11361209614190797
"Cham Cham Full Video | BAAGHI | Tiger Shroff, Shraddha Kapoor| Meet Bros, Monali Thakur| Sabbir Khan",1305620666,"Cham Cham Full Video | BAAGHI | Tiger Shroff, Shraddha Kapoor| Meet Bros, Monali Thakur| Sabbir Khan",,0.11333186893981449
Billie Eilish - bad guy,1305248523,Billie Eilish,bad guy,0.11328706025704553
Europe - The Final Countdown (Official Video),1300000296,Europe,The Final Countdown (Official Video),0.11265513613448387
"Skrillex and Diplo - ""Where Are Ü Now"" with Justin Bieber (Official Video)",1298606220,Skrillex and Diplo,"""Where Are Ü Now"" with Justin Bieber (Official Video)",0.1124872793986597
The Weeknd - I Feel It Coming ft. Daft Punk (Official Video),1295889393,The Weeknd,I Feel It Coming ft. Daft Punk (Official Video),0.11216015396789482
"KAROL G, Shakira - TQG (Official Video)",1292436015,"KAROL G, Shakira",TQG (Official Video),0.11174434252099595
Marshmello ft. Bastille - Happier (Official Music Video),1290866539,Marshmello ft. Bastille,Happier (Official Music Video),0.11155536636882464
Travis Scott - SICKO MODE ft. Drake,1289084524,Travis Scott,SICKO MODE ft. Drake,0.11134079899868864
Katy Perry - Hot N Cold (Official Music Video),1284495723,Katy Perry,Hot N Cold (Official Music Video),0.11078827448983354
Bon Jovi - Livin' On A Prayer,1278332697,Bon Jovi,Livin' On A Prayer,0.1100462020151912
Romeo Santos - Eres Mía,1266678463,Romeo Santos,Eres Mía,0.10864294876517396
"Bum Bum Bole (Full Song) Film - Taare Zameen Par |  Shaan, Aamir Khan",1265153982,Bum Bum Bole (Full Song) Film,"Taare Zameen Par |  Shaan, Aamir Khan",0.10845939033329079
XXXTENTACION - SAD!,1264847864,XXXTENTACION,SAD!,0.10842253153344268
J Balvin - 6 AM ft. Farruko,1262769165,J Balvin,6 AM ft. Farruko,0.10817224128463203
Maluma - Borro Cassette (Official Video),1262421507,Maluma,Borro Cassette (Official Video),0.10813038077124314
Marc Anthony - Vivir Mi Vida (Official Video),1260739445,Marc Anthony,Vivir Mi Vida (Official Video),0.10792784845824592
Chino & Nacho - Me Voy Enamorando ft. Farruko (Remix) (Official Music Video),1259477315,Chino & Nacho,Me Voy Enamorando ft. Farruko (Remix) (Official Music Video),0.10777587896591857
Coldplay - The Scientist (Official 4K Video),1259031655,Coldplay,The Scientist (Official 4K Video),0.1077222183097654
Indila - Dernière Danse (Clip Officiel),1258096796,Indila,Dernière Danse (Clip Officiel),0.10760965458999987
Paulo Londra - Tal Vez (Official Video),1256417930,Paulo Londra,Tal Vez (Official Video),0.10740750709829484
"SIMMBA: Aankh Marey Lyrical | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika Singh,Neha,Kumar S",1255701906,"SIMMBA: Aankh Marey Lyrical | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika Singh,Neha,Kumar S",,0.1073212926799907
ROSÉ & Bruno Mars - APT. (Official Music Video),1254786256,ROSÉ & Bruno Mars,APT. (Official Music Video),0.10721104186141452
MC Kevinho - Olha a Explosão (KondZilla) | Official Music Video,1251961718,MC Kevinho,Olha a Explosão (KondZilla) | Official Music Video,0.10687094725474221
Guru Randhawa: High Rated Gabru Official Song | DirectorGifty | Bhushan Kumar | T-Series,1251198155,Guru Randhawa: High Rated Gabru Official Song | DirectorGifty | Bhushan Kumar | T-Series,,0.10677900880032785
"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",1250696774,DJ Khaled,"Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",0.10671863893665885
Avicii - Waiting For Love,1247829915,Avicii,Waiting For Love,0.10637344857845159
Justin Bieber - Never Say Never ft. Jaden,1247263615,Justin Bieber,Never Say Never ft. Jaden,0.1063052620021837
"Tujh Mein Rab Dikhta Hai Song | Rab Ne Bana Di Jodi | Shah Rukh Khan, Anushka Sharma | Roop Kumar",1242485264,"Tujh Mein Rab Dikhta Hai Song | Rab Ne Bana Di Jodi | Shah Rukh Khan, Anushka Sharma | Roop Kumar",,0.10572991431562849
"J Balvin - Safari ft. Pharrell Williams, BIA, Sky (Official Video)",1240465599,J Balvin,"Safari ft. Pharrell Williams, BIA, Sky (Official Video)",0.10548673218326386
Ariana Grande - no tears left to cry (Official Video),1239882816,Ariana Grande,no tears left to cry (Official Video),0.1054165609357323
Post Malone ft. 21 Savage - rockstar (Official Music Video),1239398435,Post Malone ft. 21 Savage,rockstar (Official Music Video),0.10535823799383011
ZAYN - PILLOWTALK (Official Video),1236568223,ZAYN,PILLOWTALK (Official Video),0.10501746019691631
XXXTENTACION - MOONLIGHT (OFFICIAL MUSIC VIDEO),1234740162,XXXTENTACION,MOONLIGHT (OFFICIAL MUSIC VIDEO),0.10479734855856411
Fun.: We Are Young ft. Janelle Monáe [OFFICIAL VIDEO],1230131154,Fun.: We Are Young ft. Janelle Monáe [OFFICIAL VIDEO],,0.10424239098217124
Sam Smith - Stay With Me (Official Music Video),1229361355,Sam Smith,Stay With Me (Official Music Video),0.10414970166868996
Marshmello & Anne-Marie - FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*,1227742265,Marshmello & Anne-Marie,FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*,0.10395475163554575
"David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)",1227028264,David Guetta,"Play Hard ft. Ne-Yo, Akon (Official Video)",0.10386878080093188
Amy Winehouse - Back To Black,1226651454,Amy Winehouse,Back To Black,0.10382341017793435
"Diles - Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow",1225815084,Diles,"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow",0.10372270523922135
"KAROL G, Anuel AA - Culpables (Official Video)",1224288839,"KAROL G, Anuel AA",Culpables (Official Video),0.10353893440910307
"DJ Snake, Lil Jon - Turn Down for What",1223248766,"DJ Snake, Lil Jon",Turn Down for What,0.10341370217011549
Alan Walker - The Spectre,1221761152,Alan Walker,The Spectre,0.1032345827891016
Red Hot Chili Peppers - Californication (Official Music Video) [HD UPGRADE],1219250860,Red Hot Chili Peppers,Californication (Official Music Video) [HD UPGRADE],0.10293232565169623
Bruno Mars - Grenade (Official Music Video),1218061463,Bruno Mars,Grenade (Official Music Video),0.10278911373353748
"Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer",1217979186,Pitbull,"Give Me Everything ft. Ne-Yo, Afrojack, Nayer",0.10277920699340752
Miley Cyrus - Wrecking Ball (Official Video),1217426051,Miley Cyrus,Wrecking Ball (Official Video),0.10271260557743732
"Tainy, Anuel AA, Ozuna - Adicto (Official Video)",1216551334,"Tainy, Anuel AA, Ozuna",Adicto (Official Video),0.10260728338525417
Bom Diggy Diggy  (VIDEO) | Zack Knight | Jasmin Walia | Sonu Ke Titu Ki Sweety,1215412504,Bom Diggy Diggy  (VIDEO) | Zack Knight | Jasmin Walia | Sonu Ke Titu Ki Sweety,,0.10247016009609443
Ariana Grande - Break Free (Official Video) ft. Zedd,1213527630,Ariana Grande,Break Free (Official Video) ft. Zedd,0.10224320776560468
Michel Teló - Ai Se Eu Te Pego -  Video Oficial (Assim você me mata),1211109022,Michel Teló,Ai Se Eu Te Pego,0.10195199003850929
Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],1206952298,Bebe Rexha,Meant to Be (feat. Florida Georgia Line) [Official Music Video],0.10145149069531569
Dynoro & Gigi D’Agostino - In My Mind,1197778071,Dynoro & Gigi D’Agostino,In My Mind,0.10034684805177978
Eminem - Mockingbird [Official Music Video],1196412871,Eminem,Mockingbird [Official Music Video],0.10018246819318731
Imagine Dragons - Demons (Official Music Video),1196396386,Imagine Dragons,Demons (Official Music Video),0.10018048328110928
Akon - Lonely (Official Music Video),1194148187,Akon,Lonely (Official Music Video),0.09990978401821175
Tove Lo - Habits (Stay High) - Hippie Sabotage Remix,1192227508,Tove Lo,Habits (Stay High),0.09967852050925956
Calum Scott - You Are The Reason (Official Video),1190307707,Calum Scott,You Are The Reason (Official Video),0.09944736271779626
Lil Pump - Gucci Gang [Official Music Video],1188745785,Lil Pump,Gucci Gang [Official Music Video],0.0992592961213324
BAD BUNNY - CALLAÍTA (Video Oficial),1188729515,BAD BUNNY,CALLAÍTA (Video Oficial),0.09925733709679439
Iggy Azalea - Fancy ft. Charli XCX,1185597850,Iggy Azalea,Fancy ft. Charli XCX,0.09888026219944675
DJ Snake ft. Justin Bieber - Let Me Love You [Lyric Video],1185533508,DJ Snake ft. Justin Bieber,Let Me Love You [Lyric Video],0.0988725149617808
"Arcángel, Sech - Sigues Con Él (Video Oficial)",1181096853,"Arcángel, Sech",Sigues Con Él (Video Oficial),0.09833830992111016
BAD BUNNY - AMORFODA (Video Oficial),1179118163,BAD BUNNY,AMORFODA (Video Oficial),0.09810006147223942
Bonnie Tyler - Total Eclipse of the Heart (Turn Around) (Official Video),1177411427,Bonnie Tyler,Total Eclipse of the Heart (Turn Around) (Official Video),0.09789455823290842
The Black Eyed Peas - Where Is The Love? (Official Music Video),1175083046,The Black Eyed Peas,Where Is The Love? (Official Music Video),0.0976142044828869
